Time (s),[ps],[e_ps],[b_ps],[so],[fa],[ofa]
0.0,1e-06,0.0,0.0,0.0,0.00100531722303704,0.0
63.1578947368421,1.2167324150635761e-14,9.999694580117394e-07,3.052981938144588e-11,1.0695047762534208e-11,0.0010051501111504953,1.6711188654401136e-07
126.3157894736842,1.2165268234215354e-14,9.999650873731371e-07,3.490046003971801e-11,1.0695018437716138e-11,0.001004983026200136,3.341968369033487e-07
189.4736842105263,1.2163212674824742e-14,9.999607174702757e-07,3.9270364956540604e-11,1.0694989117739344e-11,0.0010048159693763908,5.012536606484925e-07
252.6315789473684,1.2161157473222262e-14,9.999563483047017e-07,4.3639532585550924e-11,1.069495980261393e-11,0.0010046489407383756,6.682822986636382e-07
315.7894736842105,1.2159102629827603e-14,9.999519798773194e-07,4.800796202287855e-11,1.0694930492346006e-11,0.0010044819403206445,8.352827163947797e-07
378.9473684210526,1.2157048144199743e-14,9.99947612187185e-07,5.2375654211497374e-11,1.0694901186929224e-11,0.0010043149680871485,1.0022549498908064e-06
442.10526315789474,1.2154994016701475e-14,9.999432452351444e-07,5.6742608306232766e-11,1.069487188636956e-11,0.0010041480240701977,1.1691989668415908e-06
505.2631578947368,1.2152940247097441e-14,9.99938879020649e-07,6.110882485538232e-11,1.0694842590663139e-11,0.0010039811082488313,1.3361147882079674e-06
568.421052631579,1.2150886835387643e-14,9.99934513543699e-07,6.547430385894602e-11,1.0694813299809957e-11,0.0010038142206230494,1.5030024139899355e-06
631.578947368421,1.2148833781572079e-14,9.99930148804294e-07,6.983904531692387e-11,1.0694784013810017e-11,0.0010036473611928518,1.6698618441874952e-06
694.7368421052631,1.2146781084949483e-14,9.999257848010737e-07,7.420305058980794e-11,1.0694754732654724e-11,0.0010034805299062287,1.8366931308108127e-06
757.8947368421052,1.214472874502198e-14,9.999214215330724e-07,7.856632064351741e-11,1.0694725456337976e-11,0.0010033137267262534,2.0034963107859537e-06
821.0526315789473,1.2142676762694957e-14,9.999170590020463e-07,8.29288537215414e-11,1.0694696184870869e-11,0.0010031469517200761,2.170271316963372e-06
884.2105263157895,1.2140625137968414e-14,9.999126972079957e-07,8.72906498238799e-11,1.0694666918253404e-11,0.0010029802048876963,2.337018149343068e-06
947.3684210526316,1.213857387084235e-14,9.999083361509202e-07,9.165170895053294e-11,1.069463765648558e-11,0.0010028134862291144,2.5037368079250418e-06
1010.5263157894736,1.2136522961316767e-14,9.999039758308202e-07,9.601203110150049e-11,1.0694608399567396e-11,0.00100264679574433,2.670427292709292e-06
1073.6842105263158,1.2134472409391664e-14,9.998996162476953e-07,1.0037161627678256e-10,1.0694579147498854e-11,0.0010024801334333436,2.8370896036958206e-06
1136.842105263158,1.2132422215067042e-14,9.998952574015461e-07,1.0473046447637915e-10,1.0694549900279954e-11,0.0010023134992961549,3.0037237408846262e-06
1200.0,1.2130372378342899e-14,9.99890899292372e-07,1.0908857570029025e-10,1.0694520657910694e-11,0.0010021468933327636,3.1703297042757094e-06
